,0,1,2,3,4,5,6,7,8,9
consadole-sapporo,0.133442513143146757,0.268764498302394184,0.270657206036918063,0.181708828466099898,0.091494234051592543,0.036855423857402085,0.012371656365278150,0.003559651630251058,0.000896179899869545,0.000200553561316659
matsumoto-yamaga,0.591289755437191644,0.310692670895889644,0.081626592428485981,0.014296873224749799,0.001878069798610471,0.000197366017758166,0.000017284299459360,0.000001297431375157,0.000000085216768840,0.000000004975230516
