,0,1,2,3,4,5,6,7,8,9
gamba-osaka,0.044959194027139882,0.139463419872187938,0.216307764221763510,0.223662228205303515,0.173450057973212890,0.107608415966581369,0.055633551054722528,0.024653610767392746,0.009559437575056541,0.003294819484202827
vissel-kobe,0.066395157953817355,0.180072375932451567,0.244189949789055616,0.220758389579788966,0.149681426115083088,0.081191131595014274,0.036700166150489523,0.014219380533810276,0.004820603105560596,0.001452678648058189
