date,kashima-antlers,jef-united,urawa-red-diamonds,tokyo-verdy,yokohama-fa-marinos,yokohama-flugels,shimizu-s-pulse,nagoya-grampus-eight,gamba-osaka,sanfrecce-hiroshima,kashiwa-reysol,shonan-bellmare,jubilo-iwata,consadole-sapporo,vissel-kobe,cerezo-osaka,kawasaki-frontale,fc-tokyo,avispa-fukuoka,kyoto-sanga,omiya-ardija,ventforet-kofu,montedio-yamagata,oita-trinita,sagan-tosu,yokohama-fc,tokushima-vortis,matsumoto-yamaga,v-varen-nagasaki,vegalta-sendai,albirex-niigata
2010-04-02,1,19,3,19,3,19,2,10,13,3,19,11,18,19,11,15,3,3,19,3,13,19,15,19,19,19,19,19,19,3,15
2010-04-03,1,19,3,19,3,19,2,10,13,3,19,11,18,19,11,15,3,3,19,3,13,19,15,19,19,19,19,19,19,3,15
2010-04-04,2,19,2,19,5,19,1,4,16,5,19,13,18,19,13,11,5,5,19,5,13,19,11,19,19,19,19,19,19,5,16
2010-04-05,2,19,2,19,7,19,1,6,17,7,19,13,13,19,13,11,2,7,19,7,13,19,11,19,19,19,19,19,19,2,17
2010-04-06,2,19,2,19,7,19,1,6,17,7,19,13,13,19,13,11,2,7,19,7,13,19,11,19,19,19,19,19,19,2,17
2010-04-07,2,19,2,19,7,19,1,6,17,7,19,13,13,19,13,11,2,7,19,7,13,19,11,19,19,19,19,19,19,2,17
2010-04-08,2,19,2,19,7,19,1,6,17,7,19,13,13,19,13,11,2,7,19,7,13,19,11,19,19,19,19,19,19,2,17
2010-04-09,2,19,2,19,7,19,1,6,17,7,19,13,13,19,13,11,2,7,19,7,13,19,11,19,19,19,19,19,19,2,17
2010-04-10,2,19,2,19,7,19,1,6,17,7,19,13,13,19,13,11,2,7,19,7,13,19,11,19,19,19,19,19,19,2,17
2010-04-11,4,19,1,19,7,19,4,3,11,9,19,13,13,19,16,11,1,7,19,9,16,19,13,19,19,19,19,19,19,6,18
2010-04-12,5,19,2,19,7,19,1,4,12,10,19,14,14,19,16,12,2,7,19,10,16,19,7,19,19,19,19,19,19,6,18
2010-04-13,5,19,2,19,7,19,1,4,12,10,19,14,14,19,16,12,2,7,19,10,16,19,7,19,19,19,19,19,19,6,18
2010-04-14,5,19,2,19,7,19,1,4,12,10,19,14,14,19,16,12,2,7,19,10,16,19,7,19,19,19,19,19,19,6,18
2010-04-15,5,19,2,19,7,19,1,4,12,10,19,14,14,19,16,12,2,7,19,10,16,19,7,19,19,19,19,19,19,6,18
2010-04-16,5,19,2,19,7,19,1,4,12,10,19,14,14,19,16,12,2,7,19,10,16,19,7,19,19,19,19,19,19,6,18
2010-04-17,5,19,2,19,7,19,1,4,12,10,19,14,14,19,16,12,2,7,19,10,16,19,7,19,19,19,19,19,19,6,18
2010-04-18,5,19,2,19,5,19,1,2,11,11,19,16,14,19,11,14,2,8,19,9,16,19,9,19,19,19,19,19,19,7,18
2010-04-19,5,19,1,19,6,19,2,3,13,10,19,16,15,19,13,8,3,8,19,10,16,19,10,19,19,19,19,19,19,7,18
2010-04-20,5,19,1,19,6,19,2,3,13,10,19,16,15,19,13,8,3,8,19,10,16,19,10,19,19,19,19,19,19,7,18
2010-04-21,5,19,1,19,6,19,2,3,13,10,19,16,15,19,13,8,3,8,19,10,16,19,10,19,19,19,19,19,19,7,18
2010-04-22,5,19,1,19,6,19,2,3,13,6,19,16,15,19,13,9,3,9,19,11,16,19,11,19,19,19,19,19,19,8,18
2010-04-23,5,19,1,19,6,19,2,3,13,6,19,16,15,19,13,9,3,9,19,11,16,19,11,19,19,19,19,19,19,8,18
2010-04-24,5,19,1,19,6,19,2,3,13,6,19,16,15,19,13,9,3,9,19,11,16,19,11,19,19,19,19,19,19,8,18
2010-04-25,4,19,2,19,7,19,1,5,9,6,19,16,11,19,15,11,2,11,19,14,16,19,7,19,19,19,19,19,19,9,16
2010-04-26,5,19,2,19,7,19,1,2,9,6,19,14,11,19,16,11,2,11,19,14,17,19,7,19,19,19,19,19,19,9,17
2010-04-27,5,19,2,19,7,19,1,2,9,6,19,14,11,19,16,11,2,11,19,14,17,19,7,19,19,19,19,19,19,9,17
2010-04-28,5,19,2,19,7,19,1,2,9,6,19,14,11,19,16,11,2,11,19,14,17,19,7,19,19,19,19,19,19,9,17
2010-04-29,5,19,2,19,7,19,1,2,9,6,19,14,11,19,16,11,2,11,19,14,17,19,7,19,19,19,19,19,19,9,17
2010-04-30,5,19,2,19,7,19,1,2,9,6,19,14,11,19,16,11,2,11,19,14,17,19,7,19,19,19,19,19,19,9,17
2010-05-01,5,19,2,19,7,19,1,2,9,6,19,14,11,19,16,11,2,11,19,14,17,19,7,19,19,19,19,19,19,9,17
2010-05-02,4,19,5,19,7,19,1,2,10,6,19,14,12,19,18,10,2,12,19,14,14,19,8,19,19,19,19,19,19,8,14
2010-05-03,4,19,5,19,7,19,1,2,10,6,19,14,12,19,18,10,2,12,19,14,14,19,8,19,19,19,19,19,19,8,14
2010-05-04,4,19,5,19,7,19,1,2,10,6,19,14,12,19,18,10,2,12,19,14,14,19,8,19,19,19,19,19,19,8,14
2010-05-05,4,19,5,19,7,19,1,2,10,6,19,14,12,19,18,10,2,12,19,14,14,19,8,19,19,19,19,19,19,8,14
2010-05-06,5,19,3,19,7,19,1,3,12,6,19,15,10,19,16,9,2,14,19,16,16,19,7,19,19,19,19,19,19,10,12
2010-05-07,5,19,3,19,7,19,1,3,12,6,19,15,10,19,16,9,2,14,19,16,16,19,7,19,19,19,19,19,19,10,12
2010-05-08,5,19,3,19,7,19,1,3,12,6,19,15,10,19,16,9,2,14,19,16,16,19,7,19,19,19,19,19,19,10,12
2010-05-09,5,19,3,19,6,19,1,3,13,7,19,16,11,19,13,10,2,15,19,17,17,19,8,19,19,19,19,19,19,11,8
2010-05-10,5,19,4,19,6,19,1,2,14,7,19,16,12,19,14,10,3,10,19,17,17,19,8,19,19,19,19,19,19,12,8
2010-05-11,5,19,4,19,6,19,1,2,14,7,19,16,12,19,14,10,3,10,19,17,17,19,8,19,19,19,19,19,19,12,8
2010-05-12,5,19,4,19,6,19,1,2,14,7,19,16,12,19,14,10,3,10,19,17,17,19,8,19,19,19,19,19,19,12,8
2010-05-13,5,19,4,19,6,19,1,2,14,7,19,16,12,19,14,10,3,10,19,17,17,19,8,19,19,19,19,19,19,12,8
2010-05-14,5,19,4,19,6,19,1,2,14,7,19,16,12,19,14,10,3,10,19,17,17,19,8,19,19,19,19,19,19,12,8
2010-05-15,5,19,4,19,6,19,1,2,14,7,19,16,12,19,14,10,3,10,19,17,17,19,8,19,19,19,19,19,19,12,8
2010-05-16,5,19,3,19,5,19,1,2,14,9,19,16,13,19,14,8,3,10,19,16,18,19,10,19,19,19,19,19,19,12,7
2010-05-17,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-05-18,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-05-19,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-05-20,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-05-21,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-05-22,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-05-23,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-05-24,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-05-25,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-05-26,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-05-27,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-05-28,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-05-29,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-05-30,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-05-31,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-06-01,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-06-02,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-06-03,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-06-04,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-06-05,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-06-06,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-06-07,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-06-08,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-06-09,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-06-10,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-06-11,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-06-12,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-06-13,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-06-14,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-06-15,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-06-16,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-06-17,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-06-18,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-06-19,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-06-20,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-06-21,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-06-22,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-06-23,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-06-24,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-06-25,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-06-26,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-06-27,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-06-28,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-06-29,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-06-30,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-07-01,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-07-02,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-07-03,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-07-04,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-07-05,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-07-06,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-07-07,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-07-08,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-07-09,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-07-10,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-07-11,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-07-12,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-07-13,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-07-14,3,19,4,19,6,19,1,2,11,8,19,16,10,19,15,8,4,11,19,16,16,19,11,19,19,19,19,19,19,14,7
2010-07-15,2,19,5,19,7,19,1,3,10,9,19,18,10,19,15,6,4,12,19,16,16,19,12,19,19,19,19,19,19,14,8
2010-07-16,2,19,5,19,7,19,1,3,10,9,19,18,10,19,15,6,4,12,19,16,16,19,12,19,19,19,19,19,19,14,8
2010-07-17,2,19,5,19,7,19,1,3,10,9,19,18,10,19,15,6,4,12,19,16,16,19,12,19,19,19,19,19,19,14,8
2010-07-18,1,19,5,19,7,19,2,3,12,10,19,18,10,19,15,5,4,12,19,16,16,19,9,19,19,19,19,19,19,14,7
2010-07-19,1,19,5,19,8,19,2,3,8,7,19,15,12,19,15,5,4,13,19,17,17,19,11,19,19,19,19,19,19,14,8
2010-07-20,1,19,5,19,8,19,2,3,8,7,19,15,12,19,15,5,4,13,19,17,17,19,11,19,19,19,19,19,19,14,8
2010-07-21,1,19,5,19,8,19,2,3,8,7,19,15,12,19,15,5,4,13,19,17,17,19,11,19,19,19,19,19,19,14,8
2010-07-22,1,19,5,19,8,19,2,3,8,7,19,15,12,19,15,5,4,13,19,17,17,19,11,19,19,19,19,19,19,14,8
2010-07-23,1,19,5,19,8,19,2,3,8,7,19,15,12,19,15,5,4,13,19,17,17,19,11,19,19,19,19,19,19,14,8
2010-07-24,1,19,5,19,8,19,2,3,8,7,19,15,12,19,15,5,4,13,19,17,17,19,11,19,19,19,19,19,19,14,8
2010-07-25,1,19,9,19,6,19,2,3,10,5,19,15,12,19,15,4,6,13,19,17,17,19,11,19,19,19,19,19,19,14,6
2010-07-26,1,19,9,19,7,19,2,3,10,6,19,16,13,19,14,5,4,10,19,17,17,19,12,19,19,19,19,19,19,15,7
2010-07-27,1,19,9,19,7,19,2,3,10,6,19,16,13,19,14,5,4,10,19,17,17,19,12,19,19,19,19,19,19,15,7
2010-07-28,1,19,9,19,8,19,2,3,10,5,19,16,13,19,14,5,4,10,19,17,17,19,12,19,19,19,19,19,19,15,7
2010-07-29,1,19,5,19,8,19,2,3,10,5,19,16,13,19,14,5,4,11,19,18,17,19,12,19,19,19,19,19,19,15,8
2010-07-30,1,19,5,19,8,19,2,3,10,5,19,16,13,19,14,5,4,11,19,18,17,19,12,19,19,19,19,19,19,15,8
2010-07-31,1,19,5,19,8,19,2,3,10,5,19,16,13,19,14,5,4,11,19,18,17,19,12,19,19,19,19,19,19,15,8
2010-08-01,1,19,7,19,9,19,3,2,10,7,19,17,13,19,14,4,5,11,19,18,15,19,12,19,19,19,19,19,19,15,5
2010-08-02,1,19,9,19,10,19,2,3,8,5,19,17,13,19,14,5,4,11,19,18,15,19,12,19,19,19,19,19,19,15,7
2010-08-03,1,19,9,19,10,19,2,3,8,5,19,17,13,19,14,5,4,11,19,18,15,19,12,19,19,19,19,19,19,15,7
2010-08-04,1,19,9,19,10,19,2,3,8,5,19,17,13,19,14,5,4,11,19,18,15,19,12,19,19,19,19,19,19,15,7
2010-08-05,1,19,9,19,10,19,2,3,8,5,19,17,13,19,14,5,4,11,19,18,15,19,12,19,19,19,19,19,19,15,7
2010-08-06,1,19,9,19,10,19,2,3,8,5,19,17,13,19,14,5,4,11,19,18,15,19,12,19,19,19,19,19,19,15,7
2010-08-07,1,19,9,19,10,19,2,3,8,5,19,17,13,19,14,5,4,11,19,18,15,19,12,19,19,19,19,19,19,15,7
2010-08-08,2,19,10,19,9,19,1,3,6,7,19,17,13,19,15,7,4,12,19,18,13,19,11,19,19,19,19,19,19,16,4
2010-08-09,3,19,10,19,9,19,1,2,6,8,19,17,14,19,13,6,4,12,19,18,14,19,11,19,19,19,19,19,19,16,5
2010-08-10,3,19,10,19,9,19,1,2,6,8,19,17,14,19,13,6,4,12,19,18,14,19,11,19,19,19,19,19,19,16,5
2010-08-11,3,19,10,19,9,19,1,2,6,8,19,17,14,19,13,6,4,12,19,18,14,19,11,19,19,19,19,19,19,16,5
2010-08-12,3,19,10,19,9,19,1,2,6,8,19,17,14,19,13,6,4,12,19,18,14,19,11,19,19,19,19,19,19,16,5
2010-08-13,3,19,10,19,9,19,1,2,6,8,19,17,14,19,13,6,4,12,19,18,14,19,11,19,19,19,19,19,19,16,5
2010-08-14,3,19,11,19,9,19,1,2,6,8,19,17,14,19,13,6,4,12,19,18,14,19,10,19,19,19,19,19,19,16,5
2010-08-15,3,19,11,19,6,19,2,1,4,9,19,17,14,19,13,8,5,12,19,18,14,19,10,19,19,19,19,19,19,16,6
2010-08-16,3,19,11,19,7,19,2,1,5,9,19,17,14,19,13,5,4,12,19,18,14,19,10,19,19,19,19,19,19,16,7
2010-08-17,3,19,11,19,7,19,2,1,5,9,19,17,14,19,13,5,4,12,19,18,14,19,10,19,19,19,19,19,19,16,7
2010-08-18,2,19,11,19,8,19,2,1,5,10,19,17,14,19,13,7,4,12,19,18,14,19,9,19,19,19,19,19,19,16,5
2010-08-19,2,19,11,19,8,19,2,1,6,10,19,17,12,19,15,5,4,14,19,18,12,19,9,19,19,19,19,19,19,16,6
2010-08-20,2,19,11,19,8,19,2,1,6,10,19,17,12,19,15,5,4,14,19,18,12,19,9,19,19,19,19,19,19,16,6
2010-08-21,2,19,11,19,8,19,2,1,6,10,19,17,12,19,15,5,4,14,19,18,12,19,9,19,19,19,19,19,19,16,6
2010-08-22,2,19,10,19,7,19,2,1,7,9,19,17,12,19,15,2,5,14,19,18,12,19,10,19,19,19,19,19,19,16,6
2010-08-23,2,19,11,19,7,19,2,1,7,9,19,17,12,19,14,2,5,14,19,18,13,19,10,19,19,19,19,19,19,16,6
2010-08-24,2,19,11,19,7,19,2,1,7,9,19,17,12,19,14,2,5,14,19,18,13,19,10,19,19,19,19,19,19,16,6
2010-08-25,2,19,11,19,7,19,2,1,7,9,19,17,12,19,14,2,5,14,19,18,13,19,10,19,19,19,19,19,19,16,6
2010-08-26,2,19,11,19,7,19,2,1,7,9,19,17,12,19,14,2,5,14,19,18,13,19,10,19,19,19,19,19,19,16,6
2010-08-27,2,19,11,19,7,19,2,1,7,9,19,17,12,19,14,2,5,14,19,18,13,19,10,19,19,19,19,19,19,16,6
2010-08-28,2,19,11,19,7,19,2,1,7,9,19,17,12,19,14,2,5,14,19,18,13,19,10,19,19,19,19,19,19,16,6
2010-08-29,3,19,10,19,8,19,4,1,8,7,19,17,12,19,13,2,5,13,19,18,13,19,10,19,19,19,19,19,19,13,6
2010-08-30,4,19,10,19,6,19,2,1,6,9,19,17,12,19,13,2,5,13,19,18,13,19,10,19,19,19,19,19,19,13,6
2010-08-31,4,19,10,19,6,19,2,1,6,9,19,17,12,19,13,2,5,13,19,18,13,19,10,19,19,19,19,19,19,13,6
2010-09-01,4,19,10,19,6,19,2,1,6,9,19,17,12,19,13,2,5,13,19,18,13,19,10,19,19,19,19,19,19,13,6
2010-09-02,4,19,10,19,6,19,2,1,6,9,19,17,12,19,13,2,5,13,19,18,13,19,10,19,19,19,19,19,19,13,6
2010-09-03,4,19,10,19,6,19,2,1,6,9,19,17,12,19,13,2,5,13,19,18,13,19,10,19,19,19,19,19,19,13,6
2010-09-04,4,19,10,19,6,19,2,1,6,9,19,17,12,19,13,2,5,13,19,18,13,19,10,19,19,19,19,19,19,13,6
2010-09-05,4,19,10,19,6,19,2,1,6,9,19,17,12,19,13,2,5,13,19,18,13,19,10,19,19,19,19,19,19,13,6
2010-09-06,4,19,10,19,6,19,2,1,6,9,19,17,12,19,13,2,5,13,19,18,13,19,10,19,19,19,19,19,19,13,6
2010-09-07,4,19,10,19,6,19,2,1,6,9,19,17,12,19,13,2,5,13,19,18,13,19,10,19,19,19,19,19,19,13,6
2010-09-08,4,19,10,19,6,19,2,1,6,9,19,17,12,19,13,2,5,13,19,18,13,19,10,19,19,19,19,19,19,13,6
2010-09-09,4,19,10,19,6,19,2,1,6,9,19,17,12,19,13,2,5,13,19,18,13,19,10,19,19,19,19,19,19,13,6
2010-09-10,4,19,10,19,6,19,2,1,6,9,19,17,12,19,13,2,5,13,19,18,13,19,10,19,19,19,19,19,19,13,6
2010-09-11,4,19,10,19,6,19,2,1,6,9,19,17,12,19,13,2,5,13,19,18,13,19,10,19,19,19,19,19,19,13,6
2010-09-12,2,19,10,19,5,19,4,1,5,9,19,17,12,19,14,2,7,14,19,17,13,19,10,19,19,19,19,19,19,14,8
2010-09-13,2,19,10,19,5,19,4,1,5,9,19,17,12,19,14,2,7,14,19,17,13,19,11,19,19,19,19,19,19,14,8
2010-09-14,2,19,10,19,5,19,4,1,5,9,19,17,12,19,14,2,7,14,19,17,13,19,11,19,19,19,19,19,19,14,8
2010-09-15,2,19,10,19,5,19,4,1,5,9,19,17,12,19,14,2,7,14,19,17,13,19,11,19,19,19,19,19,19,14,8
