,HomeShots,HomeShotsOnTarget,HomeShotsFromPK,HomePasses,HomeCrosses,HomeDirectFK,HomeIndirectFK,HomeCK,HomeThrowin,HomeDribbling,HomeTackles,HomeClearances,HomeIntercepts,HomeOffsides,HomeYellowCards,HomeRedCards,Home30mLineEntries,HomePenaltyAreaEntries,HomeAttacks,HomeChanceBuildingRate,HomePossession,AwayShots,AwayShotsOnTarget,AwayShotsFromPK,AwayPasses,AwayCrosses,AwayDirectFK,AwayIndirectFK,AwayCK,AwayThrowin,AwayDribbling,AwayTackles,AwayClearances,AwayIntercepts,AwayOffsides,AwayYellowCards,AwayRedCards,Away30mLineEntries,AwayPenaltyAreaEntries,AwayAttacks,AwayChanceBuildingRate,AwayPossession
12011413,8.0,3.0,0.0,284.0,6.0,14.0,2.0,4.0,23.0,14.0,23.0,23.0,1.0,4.0,1.0,0.0,24.0,11.0,136.0,5.9,42.0,15.0,4.0,0.0,547.0,16.0,16.0,4.0,5.0,19.0,15.0,25.0,17.0,1.0,2.0,0.0,0.0,59.0,10.0,135.0,11.1,58.0
12015401,13.0,3.0,0.0,424.0,16.0,9.0,7.0,2.0,13.0,13.0,18.0,42.0,8.0,3.0,2.0,0.0,35.0,12.0,118.0,11.0,47.9,9.0,3.0,0.0,509.0,20.0,15.0,3.0,5.0,35.0,12.0,21.0,18.0,2.0,7.0,3.0,0.0,43.0,15.0,146.0,6.2,52.1
12010807,7.0,2.0,1.0,311.0,5.0,17.0,3.0,1.0,21.0,8.0,26.0,32.0,3.0,2.0,2.0,0.0,31.0,8.0,129.0,5.4,43.6,9.0,2.0,0.0,461.0,18.0,12.0,2.0,5.0,29.0,12.0,27.0,9.0,5.0,1.0,3.0,0.0,55.0,8.0,129.0,7.0,56.4
12010918,18.0,9.0,0.0,502.0,24.0,24.0,2.0,7.0,30.0,8.0,20.0,17.0,0.0,6.0,2.0,0.0,57.0,20.0,162.0,11.1,52.8,14.0,8.0,0.0,353.0,16.0,14.0,6.0,5.0,14.0,16.0,34.0,35.0,7.0,2.0,4.0,0.0,32.0,13.0,145.0,9.7,47.2
12013320,16.0,6.0,0.0,264.0,12.0,14.0,5.0,6.0,15.0,14.0,29.0,29.0,4.0,3.0,4.0,0.0,28.0,16.0,133.0,12.0,39.4,16.0,6.0,0.0,506.0,13.0,20.0,3.0,8.0,14.0,21.0,21.0,35.0,2.0,4.0,2.0,0.0,48.0,11.0,139.0,11.5,60.6
12011003,17.0,6.0,0.0,487.0,14.0,11.0,4.0,7.0,16.0,16.0,24.0,20.0,3.0,2.0,2.0,0.0,44.0,13.0,128.0,13.3,49.1,7.0,2.0,0.0,543.0,11.0,16.0,2.0,7.0,24.0,13.0,28.0,11.0,1.0,3.0,1.0,0.0,42.0,14.0,128.0,5.5,50.9
12012178,21.0,7.0,0.0,380.0,6.0,17.0,2.0,4.0,14.0,22.0,26.0,48.0,3.0,1.0,0.0,0.0,29.0,10.0,126.0,16.7,46.0,14.0,2.0,0.0,488.0,23.0,16.0,2.0,5.0,19.0,16.0,20.0,19.0,4.0,2.0,2.0,0.0,36.0,16.0,127.0,11.0,54.0
12012722,14.0,5.0,0.0,497.0,20.0,16.0,7.0,1.0,27.0,21.0,17.0,21.0,3.0,7.0,0.0,0.0,32.0,13.0,149.0,9.4,50.1,17.0,6.0,0.0,563.0,12.0,17.0,7.0,5.0,17.0,12.0,23.0,18.0,3.0,7.0,0.0,0.0,58.0,16.0,148.0,11.5,49.9
12011105,21.0,9.0,0.0,493.0,16.0,7.0,3.0,5.0,20.0,8.0,26.0,42.0,0.0,3.0,2.0,0.0,45.0,16.0,149.0,14.1,53.7,14.0,8.0,0.0,409.0,17.0,17.0,4.0,2.0,24.0,14.0,21.0,28.0,2.0,1.0,2.0,0.0,44.0,19.0,154.0,9.1,46.3
12020554,13.0,2.0,0.0,489.0,19.0,14.0,5.0,5.0,39.0,15.0,27.0,28.0,0.0,8.0,2.0,0.0,41.0,16.0,155.0,8.4,57.6,12.0,7.0,1.0,298.0,6.0,13.0,8.0,5.0,24.0,11.0,22.0,37.0,0.0,5.0,2.0,0.0,23.0,7.0,141.0,8.5,42.4
12027827,7.0,3.0,0.0,382.0,20.0,12.0,5.0,5.0,27.0,12.0,29.0,27.0,5.0,1.0,1.0,0.0,32.0,10.0,153.0,4.6,42.8,14.0,4.0,0.0,526.0,12.0,11.0,1.0,4.0,24.0,11.0,31.0,38.0,3.0,5.0,1.0,0.0,30.0,11.0,146.0,9.6,57.2
12020121,16.0,4.0,0.0,470.0,10.0,14.0,3.0,5.0,40.0,11.0,22.0,22.0,1.0,5.0,1.0,0.0,33.0,9.0,149.0,10.7,50.7,13.0,6.0,0.0,389.0,13.0,15.0,5.0,5.0,20.0,20.0,22.0,34.0,3.0,3.0,0.0,0.0,41.0,5.0,137.0,9.5,49.3
12020311,12.0,5.0,0.0,468.0,7.0,16.0,1.0,3.0,21.0,15.0,21.0,36.0,3.0,3.0,5.0,0.0,34.0,8.0,137.0,8.8,50.0,19.0,6.0,0.0,524.0,27.0,15.0,3.0,10.0,25.0,8.0,36.0,20.0,2.0,1.0,3.0,0.0,50.0,19.0,136.0,14.0,50.0
12022009,20.0,5.0,0.0,488.0,15.0,15.0,5.0,5.0,18.0,23.0,23.0,34.0,4.0,1.0,1.0,0.0,61.0,17.0,145.0,13.8,52.9,16.0,5.0,0.0,451.0,16.0,12.0,2.0,5.0,23.0,18.0,38.0,25.0,2.0,6.0,1.0,0.0,39.0,8.0,143.0,11.2,47.1
12020710,10.0,6.0,0.0,341.0,12.0,15.0,3.0,4.0,19.0,7.0,27.0,32.0,4.0,1.0,5.0,0.0,25.0,6.0,121.0,8.3,44.4,15.0,4.0,0.0,478.0,15.0,23.0,2.0,3.0,32.0,14.0,25.0,20.0,2.0,3.0,2.0,0.0,43.0,12.0,142.0,10.6,55.6
12021333,12.0,4.0,0.0,541.0,16.0,12.0,2.0,4.0,29.0,13.0,16.0,45.0,0.0,0.0,1.0,0.0,37.0,8.0,131.0,9.2,59.2,5.0,2.0,0.0,338.0,12.0,17.0,0.0,3.0,34.0,5.0,26.0,27.0,3.0,2.0,1.0,0.0,25.0,14.0,139.0,3.6,40.8
12021814,14.0,6.0,0.0,403.0,16.0,13.0,1.0,3.0,33.0,13.0,17.0,35.0,1.0,1.0,2.0,0.0,45.0,12.0,144.0,9.7,53.4,19.0,5.0,0.0,306.0,9.0,19.0,1.0,7.0,33.0,11.0,23.0,31.0,4.0,1.0,2.0,0.0,31.0,14.0,147.0,12.9,46.6
12022208,12.0,3.0,0.0,504.0,8.0,14.0,1.0,6.0,21.0,14.0,24.0,33.0,0.0,1.0,1.0,0.0,46.0,8.0,143.0,8.4,56.1,10.0,4.0,0.0,381.0,14.0,23.0,1.0,3.0,35.0,11.0,21.0,26.0,4.0,1.0,3.0,1.0,41.0,14.0,150.0,6.7,43.9
12035427,21.0,10.0,0.0,410.0,16.0,10.0,8.0,6.0,16.0,16.0,22.0,21.0,4.0,2.0,2.0,0.0,43.0,15.0,131.0,16.0,51.4,12.0,2.0,0.0,392.0,11.0,14.0,2.0,4.0,31.0,9.0,22.0,17.0,4.0,7.0,1.0,0.0,35.0,7.0,139.0,8.6,48.6
12031001,19.0,7.0,0.0,480.0,20.0,8.0,4.0,6.0,20.0,13.0,19.0,19.0,5.0,4.0,0.0,0.0,40.0,17.0,126.0,15.1,46.4,12.0,3.0,0.0,564.0,19.0,8.0,6.0,5.0,25.0,16.0,16.0,14.0,5.0,4.0,1.0,1.0,50.0,17.0,132.0,9.1,53.6
12032120,19.0,4.0,0.0,400.0,13.0,14.0,4.0,8.0,23.0,29.0,33.0,23.0,2.0,1.0,2.0,0.0,53.0,17.0,144.0,13.2,48.8,16.0,1.0,0.0,396.0,20.0,11.0,1.0,7.0,24.0,22.0,29.0,26.0,4.0,4.0,3.0,1.0,35.0,15.0,144.0,11.1,51.2
12031822,10.0,3.0,0.0,362.0,16.0,17.0,5.0,8.0,30.0,15.0,29.0,21.0,4.0,7.0,1.0,0.0,41.0,13.0,154.0,6.5,43.7,9.0,5.0,0.0,462.0,4.0,18.0,9.0,2.0,25.0,10.0,29.0,37.0,0.0,4.0,2.0,1.0,30.0,6.0,154.0,5.8,56.3
12033305,17.0,3.0,0.0,421.0,17.0,12.0,0.0,8.0,19.0,11.0,23.0,24.0,3.0,6.0,1.0,0.0,33.0,12.0,144.0,11.8,48.5,12.0,3.0,0.0,449.0,18.0,22.0,6.0,4.0,27.0,9.0,26.0,27.0,1.0,0.0,1.0,0.0,44.0,14.0,148.0,8.1,51.5
12031403,13.0,3.0,0.0,373.0,16.0,11.0,3.0,2.0,20.0,18.0,16.0,20.0,3.0,2.0,4.0,0.0,47.0,9.0,120.0,10.8,42.3,15.0,4.0,0.0,641.0,4.0,10.0,2.0,3.0,23.0,6.0,23.0,24.0,3.0,2.0,1.0,0.0,41.0,11.0,121.0,12.4,57.7
12031107,16.0,5.0,0.0,471.0,9.0,26.0,3.0,2.0,41.0,9.0,17.0,21.0,4.0,3.0,4.0,0.0,32.0,12.0,164.0,9.8,53.3,13.0,5.0,0.0,369.0,14.0,21.0,3.0,2.0,29.0,9.0,19.0,23.0,5.0,3.0,5.0,0.0,41.0,10.0,157.0,8.3,46.7
12030878,9.0,2.0,0.0,572.0,29.0,7.0,3.0,4.0,21.0,16.0,29.0,31.0,2.0,2.0,0.0,0.0,49.0,25.0,145.0,6.2,55.0,15.0,4.0,0.0,415.0,18.0,15.0,2.0,4.0,31.0,9.0,24.0,31.0,3.0,3.0,0.0,0.0,46.0,17.0,151.0,9.9,45.0
12030913,19.0,2.0,0.0,716.0,24.0,16.0,1.0,3.0,37.0,10.0,24.0,14.0,0.0,5.0,2.0,0.0,35.0,14.0,142.0,13.4,63.0,6.0,3.0,1.0,364.0,7.0,6.0,6.0,3.0,18.0,9.0,15.0,25.0,1.0,1.0,3.0,0.0,28.0,4.0,124.0,4.8,37.0
12042708,15.0,5.0,0.0,433.0,16.0,9.0,2.0,6.0,23.0,24.0,29.0,28.0,1.0,0.0,0.0,0.0,43.0,10.0,150.0,10.0,49.8,21.0,8.0,0.0,451.0,20.0,13.0,0.0,6.0,21.0,17.0,34.0,23.0,8.0,2.0,2.0,0.0,41.0,20.0,146.0,14.4,50.2
12042210,11.0,1.0,0.0,604.0,16.0,8.0,4.0,4.0,37.0,10.0,21.0,30.0,2.0,4.0,4.0,0.0,50.0,13.0,146.0,7.5,55.9,9.0,2.0,0.0,401.0,13.0,17.0,4.0,5.0,26.0,13.0,30.0,41.0,10.0,4.0,1.0,0.0,30.0,8.0,152.0,5.9,44.1
12040321,6.0,1.0,0.0,392.0,12.0,16.0,1.0,5.0,15.0,6.0,22.0,38.0,2.0,1.0,5.0,2.0,21.0,7.0,118.0,5.1,46.2,28.0,7.0,0.0,547.0,32.0,9.0,1.0,12.0,24.0,21.0,11.0,11.0,0.0,1.0,1.0,0.0,87.0,23.0,120.0,23.3,53.8
12041311,12.0,6.0,0.0,356.0,15.0,19.0,8.0,7.0,33.0,22.0,18.0,51.0,4.0,4.0,1.0,0.0,34.0,9.0,161.0,7.5,48.5,17.0,2.0,0.0,448.0,10.0,9.0,4.0,13.0,38.0,9.0,39.0,26.0,2.0,6.0,3.0,0.0,25.0,14.0,152.0,11.2,51.5
12042054,16.0,3.0,0.0,473.0,19.0,15.0,2.0,5.0,43.0,13.0,17.0,38.0,1.0,1.0,1.0,0.0,32.0,8.0,160.0,10.0,55.5,9.0,4.0,0.0,326.0,11.0,15.0,1.0,5.0,36.0,15.0,29.0,32.0,3.0,2.0,2.0,0.0,46.0,9.0,155.0,5.8,44.5
12047809,19.0,6.0,0.0,369.0,17.0,15.0,4.0,7.0,12.0,12.0,27.0,30.0,5.0,0.0,2.0,0.0,31.0,15.0,139.0,13.7,40.3,11.0,3.0,1.0,729.0,23.0,15.0,1.0,7.0,22.0,10.0,20.0,25.0,2.0,3.0,3.0,0.0,51.0,12.0,145.0,7.6,59.7
12040714,7.0,1.0,0.0,498.0,14.0,9.0,1.0,6.0,34.0,17.0,27.0,29.0,3.0,1.0,1.0,0.0,51.0,8.0,152.0,4.6,60.4,6.0,0.0,0.0,302.0,10.0,14.0,1.0,3.0,40.0,12.0,29.0,15.0,7.0,1.0,4.0,0.0,29.0,6.0,153.0,3.9,39.6
12040501,6.0,2.0,0.0,388.0,16.0,23.0,3.0,2.0,31.0,13.0,26.0,28.0,5.0,1.0,0.0,0.0,39.0,5.0,145.0,4.1,48.5,16.0,6.0,0.0,454.0,12.0,10.0,1.0,8.0,25.0,11.0,23.0,34.0,0.0,3.0,3.0,0.0,54.0,17.0,137.0,11.7,51.5
12043318,18.0,6.0,0.0,373.0,15.0,15.0,2.0,5.0,16.0,15.0,22.0,54.0,5.0,6.0,2.0,0.0,37.0,18.0,139.0,12.9,47.1,12.0,4.0,0.0,563.0,20.0,14.0,6.0,6.0,24.0,18.0,17.0,32.0,3.0,2.0,4.0,0.0,55.0,13.0,143.0,8.4,52.9
12055413,16.0,6.0,0.0,423.0,23.0,13.0,6.0,7.0,35.0,15.0,29.0,16.0,2.0,7.0,3.0,0.0,44.0,12.0,156.0,10.3,53.4,4.0,3.0,0.0,356.0,8.0,16.0,7.0,3.0,29.0,12.0,31.0,32.0,4.0,5.0,3.0,0.0,28.0,6.0,144.0,2.8,46.6
12050833,8.0,1.0,0.0,404.0,17.0,16.0,4.0,3.0,25.0,21.0,32.0,30.0,4.0,0.0,2.0,0.0,46.0,13.0,136.0,5.9,52.2,17.0,4.0,0.0,412.0,16.0,10.0,1.0,8.0,22.0,18.0,29.0,20.0,8.0,4.0,2.0,0.0,38.0,17.0,143.0,11.9,47.8
12051807,12.0,2.0,0.0,335.0,15.0,15.0,9.0,4.0,32.0,11.0,27.0,23.0,3.0,0.0,1.0,0.0,45.0,12.0,149.0,8.1,44.3,9.0,5.0,0.0,435.0,9.0,19.0,2.0,3.0,13.0,12.0,28.0,30.0,4.0,9.0,1.0,0.0,30.0,7.0,148.0,6.1,55.7
12051411,9.0,1.0,0.0,306.0,13.0,10.0,1.0,3.0,22.0,15.0,14.0,34.0,6.0,4.0,0.0,0.0,21.0,12.0,127.0,7.1,39.7,28.0,7.0,0.0,652.0,18.0,10.0,4.0,8.0,26.0,12.0,18.0,22.0,5.0,1.0,2.0,0.0,61.0,18.0,130.0,21.5,60.3
12057805,7.0,2.0,0.0,340.0,15.0,16.0,5.0,2.0,32.0,12.0,23.0,36.0,2.0,3.0,0.0,0.0,37.0,7.0,140.0,5.0,45.1,10.0,4.0,0.0,427.0,18.0,20.0,3.0,11.0,28.0,14.0,21.0,27.0,0.0,5.0,1.0,0.0,43.0,8.0,153.0,6.5,54.9
12052720,16.0,3.0,0.0,522.0,25.0,19.0,3.0,2.0,24.0,22.0,25.0,21.0,4.0,4.0,2.0,0.0,58.0,10.0,143.0,11.2,53.9,16.0,9.0,1.0,405.0,14.0,14.0,4.0,8.0,15.0,20.0,24.0,26.0,8.0,3.0,2.0,0.0,40.0,16.0,137.0,11.7,46.1
12050103,25.0,6.0,0.0,543.0,30.0,17.0,2.0,9.0,28.0,28.0,15.0,10.0,1.0,2.0,3.0,0.0,70.0,27.0,142.0,17.6,55.0,13.0,6.0,1.0,444.0,8.0,12.0,2.0,2.0,21.0,10.0,22.0,37.0,2.0,2.0,2.0,0.0,32.0,14.0,133.0,9.8,45.0
12051009,20.0,11.0,1.0,457.0,10.0,14.0,2.0,1.0,13.0,8.0,25.0,28.0,7.0,0.0,0.0,0.0,31.0,12.0,129.0,15.5,45.0,8.0,4.0,1.0,614.0,21.0,14.0,1.0,7.0,27.0,8.0,12.0,7.0,0.0,2.0,1.0,0.0,49.0,11.0,145.0,5.5,55.0
12052122,22.0,4.0,0.0,484.0,18.0,11.0,8.0,7.0,16.0,14.0,20.0,28.0,4.0,6.0,1.0,0.0,51.0,24.0,129.0,17.1,49.2,8.0,3.0,0.0,449.0,8.0,16.0,7.0,7.0,26.0,4.0,27.0,42.0,2.0,8.0,3.0,1.0,35.0,9.0,138.0,5.8,50.8
12061154,11.0,4.0,0.0,431.0,30.0,20.0,0.0,6.0,45.0,9.0,24.0,27.0,6.0,5.0,4.0,1.0,35.0,12.0,168.0,6.5,58.4,9.0,5.0,0.0,265.0,10.0,17.0,5.0,4.0,38.0,16.0,18.0,50.0,3.0,0.0,4.0,0.0,25.0,11.0,154.0,5.8,41.6
12062201,12.0,3.0,0.0,671.0,16.0,17.0,4.0,3.0,24.0,13.0,23.0,11.0,2.0,3.0,2.0,0.0,55.0,13.0,125.0,9.6,61.2,13.0,5.0,0.0,375.0,2.0,9.0,4.0,4.0,23.0,9.0,21.0,21.0,2.0,3.0,7.0,0.0,26.0,13.0,128.0,10.2,38.8
12060527,10.0,2.0,0.0,365.0,18.0,12.0,3.0,5.0,29.0,9.0,30.0,36.0,4.0,0.0,2.0,0.0,39.0,9.0,156.0,6.4,49.0,11.0,2.0,0.0,403.0,22.0,16.0,0.0,12.0,37.0,23.0,19.0,41.0,0.0,2.0,1.0,0.0,40.0,13.0,164.0,6.7,51.0
12060318,15.0,7.0,0.0,489.0,18.0,15.0,1.0,5.0,20.0,15.0,14.0,49.0,0.0,0.0,0.0,0.0,39.0,17.0,123.0,12.2,51.5,11.0,1.0,0.0,445.0,24.0,14.0,0.0,5.0,31.0,11.0,16.0,30.0,4.0,1.0,2.0,0.0,49.0,16.0,129.0,8.5,48.5
12060814,21.0,6.0,0.0,513.0,15.0,10.0,5.0,5.0,26.0,11.0,30.0,21.0,2.0,1.0,1.0,0.0,49.0,17.0,140.0,15.0,58.4,14.0,6.0,0.0,378.0,21.0,13.0,1.0,10.0,24.0,10.0,15.0,18.0,5.0,4.0,1.0,0.0,35.0,18.0,141.0,9.9,41.6
12060713,11.0,6.0,0.0,501.0,19.0,17.0,2.0,9.0,34.0,21.0,38.0,17.0,3.0,3.0,2.0,0.0,35.0,12.0,152.0,7.2,60.5,7.0,2.0,0.0,336.0,10.0,12.0,3.0,2.0,34.0,10.0,30.0,26.0,3.0,2.0,1.0,0.0,26.0,4.0,143.0,4.9,39.5
12063310,6.0,2.0,0.0,309.0,6.0,12.0,0.0,0.0,13.0,6.0,25.0,30.0,4.0,0.0,3.0,0.0,28.0,6.0,119.0,5.0,33.6,16.0,6.0,0.0,675.0,14.0,21.0,0.0,4.0,23.0,18.0,18.0,28.0,3.0,0.0,4.0,0.0,43.0,12.0,136.0,11.8,66.4
12060921,13.0,6.0,0.0,629.0,20.0,20.0,0.0,3.0,26.0,11.0,21.0,18.0,3.0,4.0,2.0,0.0,45.0,13.0,136.0,9.6,54.2,12.0,5.0,0.0,474.0,17.0,11.0,4.0,4.0,21.0,17.0,26.0,26.0,3.0,0.0,4.0,0.0,44.0,18.0,133.0,9.0,45.8
12062078,13.0,2.0,0.0,536.0,20.0,19.0,4.0,5.0,25.0,22.0,21.0,22.0,1.0,3.0,1.0,0.0,43.0,14.0,139.0,9.4,56.2,15.0,6.0,0.0,380.0,13.0,10.0,3.0,5.0,22.0,17.0,17.0,29.0,3.0,2.0,6.0,0.0,41.0,18.0,128.0,11.7,43.8
12071305,6.0,3.0,0.0,390.0,7.0,15.0,1.0,5.0,32.0,16.0,28.0,47.0,6.0,1.0,0.0,0.0,31.0,5.0,143.0,4.2,50.5,17.0,6.0,0.0,421.0,25.0,11.0,1.0,6.0,39.0,15.0,33.0,27.0,4.0,1.0,0.0,0.0,42.0,22.0,149.0,11.4,49.5
12071421,10.0,2.0,0.0,359.0,11.0,13.0,0.0,1.0,18.0,8.0,23.0,37.0,3.0,5.0,1.0,0.0,32.0,7.0,131.0,7.6,43.2,24.0,9.0,1.0,581.0,21.0,10.0,5.0,8.0,39.0,16.0,16.0,11.0,2.0,0.0,0.0,0.0,43.0,24.0,143.0,16.8,56.8
12071811,6.0,5.0,0.0,266.0,9.0,13.0,6.0,2.0,16.0,5.0,20.0,39.0,4.0,2.0,3.0,0.0,20.0,7.0,128.0,4.7,34.4,26.0,4.0,0.0,638.0,28.0,13.0,3.0,5.0,29.0,7.0,15.0,21.0,2.0,5.0,1.0,0.0,58.0,17.0,141.0,18.4,65.6
12071008,16.0,8.0,0.0,520.0,24.0,10.0,2.0,7.0,32.0,22.0,25.0,19.0,3.0,5.0,1.0,0.0,49.0,12.0,137.0,11.7,49.0,9.0,3.0,0.0,452.0,11.0,14.0,5.0,7.0,12.0,11.0,25.0,39.0,0.0,2.0,1.0,0.0,35.0,11.0,120.0,7.5,51.0
12070120,15.0,7.0,0.0,467.0,14.0,23.0,3.0,1.0,22.0,12.0,24.0,22.0,2.0,3.0,1.0,0.0,42.0,14.0,138.0,10.9,53.0,18.0,8.0,0.0,441.0,13.0,13.0,3.0,4.0,23.0,22.0,20.0,25.0,2.0,2.0,5.0,0.0,42.0,11.0,139.0,12.9,47.0
12073378,14.0,3.0,0.0,290.0,3.0,13.0,2.0,4.0,28.0,10.0,32.0,53.0,2.0,5.0,2.0,0.0,28.0,8.0,147.0,9.5,39.7,12.0,1.0,0.0,449.0,21.0,13.0,6.0,6.0,32.0,18.0,18.0,31.0,2.0,2.0,2.0,0.0,40.0,16.0,149.0,8.1,60.3
12072703,11.0,7.0,0.0,412.0,9.0,12.0,2.0,3.0,15.0,10.0,15.0,54.0,4.0,1.0,0.0,0.0,32.0,5.0,114.0,9.6,39.9,26.0,6.0,0.0,709.0,27.0,7.0,1.0,15.0,11.0,14.0,19.0,14.0,3.0,2.0,2.0,0.0,99.0,21.0,111.0,23.4,60.1
12075422,16.0,8.0,0.0,335.0,22.0,11.0,7.0,6.0,24.0,10.0,23.0,33.0,6.0,8.0,4.0,0.0,38.0,16.0,140.0,11.4,41.8,6.0,0.0,0.0,531.0,14.0,14.0,10.0,2.0,27.0,10.0,23.0,33.0,3.0,6.0,3.0,0.0,52.0,9.0,142.0,4.2,58.2
12070907,12.0,8.0,1.0,435.0,13.0,17.0,2.0,4.0,31.0,5.0,22.0,33.0,1.0,3.0,1.0,0.0,26.0,10.0,134.0,9.0,38.1,12.0,5.0,0.0,682.0,24.0,10.0,4.0,5.0,24.0,19.0,24.0,26.0,3.0,2.0,3.0,0.0,52.0,7.0,133.0,9.0,61.9
12080803,17.0,8.0,0.0,460.0,19.0,15.0,0.0,6.0,23.0,17.0,13.0,10.0,4.0,0.0,3.0,1.0,54.0,15.0,116.0,14.7,54.2,17.0,4.0,1.0,435.0,7.0,12.0,0.0,0.0,17.0,14.0,22.0,23.0,1.0,0.0,3.0,0.0,37.0,13.0,103.0,16.5,45.8
12082207,19.0,2.0,0.0,553.0,17.0,13.0,3.0,6.0,25.0,18.0,17.0,10.0,3.0,3.0,1.0,0.0,60.0,18.0,126.0,15.1,59.4,8.0,4.0,0.0,271.0,6.0,13.0,3.0,4.0,22.0,11.0,24.0,38.0,2.0,3.0,8.0,2.0,17.0,10.0,121.0,6.6,40.6
12081133,13.0,3.0,0.0,472.0,17.0,19.0,3.0,3.0,23.0,9.0,10.0,34.0,1.0,1.0,1.0,0.0,41.0,11.0,137.0,9.5,58.7,17.0,4.0,0.0,328.0,12.0,15.0,1.0,8.0,20.0,5.0,11.0,24.0,0.0,3.0,3.0,0.0,34.0,20.0,142.0,12.0,41.3
12082110,16.0,3.0,0.0,635.0,10.0,17.0,1.0,3.0,14.0,14.0,13.0,15.0,2.0,6.0,0.0,0.0,52.0,18.0,110.0,14.5,50.4,19.0,5.0,0.0,524.0,17.0,5.0,8.0,0.0,13.0,22.0,21.0,24.0,4.0,1.0,1.0,0.0,55.0,15.0,107.0,17.8,49.6
12080109,23.0,7.0,0.0,391.0,12.0,11.0,3.0,4.0,23.0,24.0,33.0,34.0,3.0,2.0,1.0,0.0,42.0,21.0,127.0,18.1,43.7,8.0,3.0,0.0,646.0,26.0,12.0,2.0,2.0,23.0,17.0,25.0,18.0,2.0,4.0,4.0,0.0,52.0,13.0,132.0,6.1,56.3
12082714,17.0,7.0,0.0,536.0,12.0,13.0,6.0,5.0,15.0,15.0,30.0,16.0,1.0,0.0,0.0,0.0,45.0,12.0,134.0,12.7,51.2,19.0,6.0,0.0,511.0,12.0,7.0,1.0,2.0,21.0,21.0,21.0,12.0,2.0,6.0,1.0,0.0,41.0,10.0,127.0,15.0,48.8
12080518,19.0,5.0,0.0,368.0,19.0,14.0,5.0,10.0,31.0,20.0,20.0,20.0,4.0,1.0,2.0,1.0,49.0,23.0,152.0,12.5,52.7,12.0,4.0,0.0,339.0,14.0,18.0,1.0,0.0,16.0,13.0,32.0,32.0,0.0,4.0,1.0,0.0,35.0,11.0,136.0,8.8,47.3
12087854,9.0,2.0,0.0,286.0,8.0,17.0,0.0,4.0,23.0,5.0,20.0,38.0,2.0,2.0,7.0,1.0,26.0,11.0,128.0,7.0,41.1,11.0,3.0,1.0,407.0,24.0,16.0,2.0,4.0,24.0,14.0,19.0,30.0,0.0,0.0,1.0,0.0,38.0,10.0,129.0,8.5,58.9
12082013,16.0,6.0,0.0,359.0,16.0,5.0,1.0,4.0,29.0,13.0,26.0,30.0,5.0,5.0,0.0,0.0,35.0,11.0,132.0,12.1,38.8,12.0,3.0,0.0,619.0,17.0,12.0,5.0,5.0,23.0,20.0,17.0,25.0,3.0,1.0,2.0,0.0,46.0,6.0,141.0,8.5,61.2
12091420,12.0,5.0,0.0,299.0,15.0,16.0,2.0,4.0,27.0,15.0,21.0,36.0,8.0,1.0,3.0,0.0,32.0,12.0,147.0,8.2,42.4,17.0,2.0,0.0,565.0,27.0,18.0,1.0,10.0,31.0,28.0,10.0,16.0,3.0,1.0,4.0,0.0,51.0,10.0,157.0,10.8,57.6
12091827,12.0,7.0,0.0,376.0,14.0,6.0,2.0,1.0,26.0,10.0,27.0,33.0,3.0,3.0,2.0,0.0,33.0,13.0,125.0,9.6,41.9,18.0,7.0,0.0,603.0,15.0,17.0,3.0,3.0,25.0,14.0,23.0,15.0,2.0,1.0,2.0,0.0,55.0,11.0,137.0,13.1,58.1
12092113,12.0,6.0,1.0,317.0,12.0,8.0,2.0,5.0,17.0,7.0,16.0,42.0,7.0,0.0,1.0,0.0,21.0,13.0,111.0,10.8,38.4,18.0,8.0,1.0,550.0,26.0,13.0,0.0,8.0,24.0,19.0,18.0,19.0,3.0,2.0,2.0,0.0,53.0,19.0,119.0,15.1,61.6
12091078,17.0,8.0,0.0,702.0,32.0,8.0,2.0,8.0,21.0,19.0,23.0,8.0,1.0,5.0,4.0,0.0,80.0,20.0,128.0,13.3,61.2,8.0,1.0,0.0,345.0,11.0,15.0,5.0,1.0,10.0,12.0,9.0,36.0,3.0,2.0,0.0,0.0,30.0,10.0,113.0,7.1,38.8
12093354,11.0,3.0,0.0,277.0,9.0,10.0,1.0,3.0,30.0,15.0,28.0,27.0,3.0,4.0,2.0,0.0,21.0,14.0,144.0,7.6,42.5,17.0,3.0,0.0,377.0,11.0,18.0,4.0,4.0,21.0,11.0,25.0,32.0,0.0,1.0,0.0,0.0,30.0,12.0,145.0,11.7,57.5
12090701,14.0,6.0,0.0,395.0,20.0,13.0,3.0,4.0,27.0,11.0,20.0,38.0,3.0,2.0,0.0,0.0,40.0,16.0,131.0,10.7,52.0,7.0,2.0,0.0,422.0,9.0,14.0,2.0,6.0,31.0,15.0,19.0,22.0,2.0,2.0,2.0,0.0,23.0,5.0,141.0,5.0,48.0
12090305,20.0,2.0,0.0,488.0,9.0,13.0,1.0,7.0,21.0,14.0,17.0,27.0,1.0,3.0,1.0,0.0,36.0,10.0,122.0,16.4,54.8,20.0,5.0,0.0,397.0,15.0,10.0,3.0,6.0,23.0,10.0,28.0,23.0,2.0,1.0,4.0,0.0,43.0,13.0,120.0,16.7,45.2
