,0,1,2,3,4,5,6,7,8,9
cerezo-osaka,0.358233579616671016,0.367751863133056023,0.188761523951145926,0.064592308920480707,0.016577132422224816,0.003403517526302198,0.000582324858566197,0.000085399608312848,0.000010958585003913,0.000001249972792985
kashiwa-reysol,0.416035732497027799,0.364856733658107724,0.159986782020717866,0.046768622786479704,0.010253834956162711,0.001798490099453935,0.000262874544959867,0.000032933829045426,0.000003610305664206,0.000000351797862341
