,0,1,2,3,4,5,6,7,8,9
yokohama-fa-marinos,0.375268452286039889,0.367805727382624348,0.180245704470178125,0.058887090949063886,0.014429010211240784,0.002828413933453451,0.000462027844243106,0.000064691398646052,0.000007925615246054,0.000000863111508803
ventforet-kofu,0.439131928595948184,0.361385987706052181,0.148702273287039610,0.040791779118857986,0.008392453626800358,0.001381322990061658,0.000189461200077385,0.000022274016551849,0.000002291315248218,0.000000209516692720
