,節,開催日,曜日,相手,スコア,得点,失点,H/A,会場,観客数,天候,AGI,KAGI,チャンス構築率,シュート,シュート成功率,支配率,攻撃CBP,パスCBP,奪取P,守備P,得点者,指揮官
0,1,2019-02-23,(土),鹿島,2-1,2,1,1,カシマ,19463,晴,37,28,0.094,11,0.182,0.494,11.39,10.41,91.38,21.9,['藤本x2'],片野坂　知宏
1,2,2019-03-02,(土),松本,0-1,0,1,0,昭和電ド,13329,屋内,30,44,0.038,4,0.0,0.68,15.63,14.02,66.99,12.66,[''],片野坂　知宏
2,3,2019-03-09,(土),磐田,2-1,2,1,1,ヤマハ,12345,晴,42,81,0.116,14,0.143,0.616,17.83,14.12,93.7,13.17,"['藤本', '後藤']",片野坂　知宏
3,4,2019-03-17,(日),横浜FM,2-0,2,0,0,昭和電ド,11848,晴,37,50,0.066,8,0.25,0.422,9.98,7.72,75.39,22.95,['藤本x2'],片野坂　知宏
4,5,2019-03-03,(土),広島,0-1,0,1,0,昭和電ド,11443,曇,33,55,0.073,7,0.0,0.647,18.1,15.11,73.71,10.34,[''],片野坂　知宏
5,6,2019-04-06,(土),札幌,2-1,2,1,1,札幌ド,13852,屋内,42,49,0.043,5,0.2,0.389,9.43,7.97,94.04,18.82,"['藤本', 'OG']",片野坂　知宏
6,7,2019-04-14,(日),仙台,2-0,2,0,0,昭和電ド,11477,屋内,47,44,0.063,6,0.333,0.542,16.05,12.96,77.46,18.34,"['岩田', 'オナイウ']",片野坂　知宏
7,8,2019-04-02,(土),Ｇ大阪,1-1,1,1,1,パナスタ,17727,晴,17,43,0.084,8,0.125,0.59,13.33,12.29,66.54,19.87,['オナイウ'],片野坂　知宏
8,9,2019-04-27,(土),Ｃ大阪,0-0,0,0,1,ヤンマー,19910,晴時々曇一時雨,39,39,0.078,7,0.0,0.577,17.21,13.54,62.77,11.24,[''],片野坂　知宏
9,10,2019-05-04,(土),鳥栖,2-0,2,0,0,昭和電ド,24516,晴,47,50,0.123,13,0.154,0.572,15.41,12.25,88.16,14.62,"['オナイウ', '小塚']",片野坂　知宏
10,11,2019-05-12,(日),湘南,1-0,1,0,1,ＢＭＷス,11550,晴,45,40,0.092,11,0.091,0.508,12.51,10.16,92.45,16.2,['藤本'],片野坂　知宏
