,0,1,2,3,4,5,6,7,8,9
consadole-sapporo,0.294363118599749396,0.359988778569928725,0.220122550190259308,0.089732310165793930,0.027434334240394927,0.006710115398327184,0.001367679403247275,0.000238941636920259,0.000036526445820384,0.000004963299402652
jubilo-iwata,0.164786686878222205,0.297127443340077180,0.267875758831941979,0.161002568153129272,0.072576071454544241,0.026172432940400815,0.007865267347434243,0.002025984382252889,0.000456632428224153,0.000091483945102839
