,節,開催日,曜日,相手,スコア,得点,失点,H/A,会場,観客数,天候,AGI,KAGI,チャンス構築率,シュート,シュート成功率,支配率,攻撃CBP,パスCBP,奪取P,守備P,得点者,指揮官
0,1,2018-02-25,(日),Ｃ大阪,1-1,1,1,1,ヤンマー,23049,雨,51,41,0.123,17,0.059,0.58,17.55,13.13,100.56,17.47,['山中'],アンジェ　ポステコグルー
1,2,2018-03-02,(金),柏,0-2,0,2,1,三協Ｆ柏,10659,晴,54,48,0.105,14,0.0,0.636,20.72,16.92,100.75,11.77,[''],アンジェ　ポステコグルー
2,3,2018-03-01,(土),鳥栖,1-2,1,2,0,ニッパツ,11247,曇,47,36,0.08,10,0.1,0.673,18.37,15.25,71.56,9.91,['ウーゴヴィエイラ'],アンジェ　ポステコグルー
3,4,2018-03-18,(日),浦和,1-0,1,0,1,埼玉,33168,曇,57,51,0.088,11,0.091,0.59,19.76,15.73,85.74,12.56,['ウーゴヴィエイラ'],アンジェ　ポステコグルー
4,5,2018-03-31,(土),清水,1-0,1,0,1,アイスタ,17032,曇,46,43,0.087,12,0.083,0.564,15.49,13.61,87.04,23.89,['ウーゴヴィエイラ'],アンジェ　ポステコグルー
5,6,2018-04-08,(日),川崎Ｆ,1-1,1,1,0,日産ス,37332,晴,54,34,0.094,12,0.083,0.508,19.98,13.28,97.23,17.33,['中澤'],アンジェ　ポステコグルー
6,7,2018-04-11,(水),広島,1-3,1,3,1,Ｅスタ,7344,曇,49,44,0.042,5,0.2,0.64,21.1,17.39,73.14,13.01,['ウーゴヴィエイラ'],アンジェ　ポステコグルー
7,8,2018-04-15,(日),神戸,1-2,1,2,0,日産ス,16313,曇のち晴,66,52,0.132,19,0.053,0.613,24.35,18.57,119.13,11.55,['オリヴィエブマル'],アンジェ　ポステコグルー
8,9,2018-04-21,(土),湘南,4-4,4,4,0,日産ス,19117,晴,70,61,0.153,22,0.182,0.662,29.7,22.05,111.01,10.16,"['ウーゴヴィエイラx3', 'ミロシュデゲネク']",アンジェ　ポステコグルー
9,10,2018-04-25,(水),札幌,1-2,1,2,1,札幌厚別,6729,雨,58,57,0.127,17,0.059,0.613,20.94,14.56,70.93,9.76,['金井'],アンジェ　ポステコグルー
10,11,2018-04-28,(土),鹿島,3-0,3,0,0,日産ス,27348,晴,44,32,0.053,8,0.375,0.516,13.1,9.28,104.55,15.72,"['遠藤', '天野', '中町']",アンジェ　ポステコグルー
11,12,2018-05-02,(水),磐田,1-3,1,3,0,日産ス,19738,曇時々雨,52,52,0.098,11,0.091,0.662,22.8,17.84,46.42,8.41,['仲川'],アンジェ　ポステコグルー
12,13,2018-05-05,(土),名古屋,1-1,1,1,1,豊田ス,38280,晴,56,33,0.119,16,0.063,0.585,19.2,12.34,89.2,17.06,['喜田'],アンジェ　ポステコグルー
13,14,2018-05-12,(土),Ｇ大阪,1-1,1,1,0,日産ス,21576,晴,64,59,0.146,18,0.056,0.637,21.66,18.33,89.38,8.82,['天野'],アンジェ　ポステコグルー
14,15,2018-05-19,(土),長崎,5-2,5,2,0,日産ス,17379,曇のち晴,49,44,0.139,17,0.294,0.647,17.13,12.84,87.36,8.65,"['大津', '仲川x2', '扇原', 'ミロシュデゲネク']",アンジェ　ポステコグルー
15,16,2018-07-18,(水),仙台,8-2,8,2,1,ユアスタ,13081,曇,50,48,0.195,22,0.364,0.545,19.19,13.26,75.62,15.94,"['天野', '仲川', '山中', '伊藤x3', '金井', 'オリヴィエブマル']",アンジェ　ポステコグルー
16,17,2018-07-22,(日),FC東京,2-5,2,5,1,味スタ,34126,晴,63,47,0.076,8,0.25,0.661,21.33,17.18,51.77,9.03,"['ウーゴヴィエイラ', '山田']",ピーター　クラモフスキー
17,19,2018-08-01,(水),広島,1-4,1,4,0,ニッパツ,10069,晴,53,32,0.212,22,0.045,0.663,21.52,16.1,62.36,12.47,['伊藤'],アンジェ　ポステコグルー
18,20,2018-08-05,(日),川崎Ｆ,0-2,0,2,1,等々力,23033,晴,54,52,0.048,6,0.0,0.466,13.09,9.76,69.05,8.86,[''],アンジェ　ポステコグルー
19,21,2018-08-11,(土),湘南,1-0,1,0,1,ＢＭＷス,14862,曇,49,45,0.101,14,0.071,0.604,15.31,10.3,82.51,17.09,['ウーゴヴィエイラ'],アンジェ　ポステコグルー
20,22,2018-08-15,(水),名古屋,1-2,1,2,0,日産ス,24527,晴,61,53,0.168,19,0.053,0.599,22.59,17.77,82.91,7.95,['松原'],アンジェ　ポステコグルー
21,23,2018-08-19,(日),鹿島,0-1,0,1,1,カシマ,21178,曇,47,35,0.086,10,0.0,0.625,15.4,12.97,52.12,13.23,[''],アンジェ　ポステコグルー
22,24,2018-08-26,(日),神戸,2-0,2,0,1,ノエスタ,25541,晴,43,39,0.074,9,0.222,0.395,10.48,8.56,72.34,16.56,"['久保', '仲川']",アンジェ　ポステコグルー
23,18,2018-08-29,(水),清水,1-2,1,2,0,日産ス,15645,晴,56,47,0.157,20,0.05,0.619,20.7,14.79,81.52,12.54,['ドゥシャン'],アンジェ　ポステコグルー
24,25,2018-09-01,(土),柏,3-1,3,1,0,日産ス,22752,曇,49,49,0.173,17,0.176,0.562,15.2,12.8,47.91,16.49,"['天野', '伊藤x2']",アンジェ　ポステコグルー
25,26,2018-09-16,(日),浦和,1-2,1,2,0,日産ス,41686,晴,52,57,0.145,17,0.059,0.626,18.56,13.84,64.75,8.18,['ウーゴヴィエイラ'],アンジェ　ポステコグルー
26,27,2018-09-22,(土),磐田,2-1,2,1,1,ヤマハ,13451,晴,42,48,0.148,16,0.125,0.537,11.97,9.26,72.97,15.76,"['遠藤', '山中']",アンジェ　ポステコグルー
27,28,2018-09-29,(土),仙台,5-2,5,2,0,ニッパツ,8688,雨,49,48,0.165,21,0.238,0.531,15.55,11.52,91.09,14.9,"['山中', '仲川x2', 'ウーゴヴィエイラx2']",アンジェ　ポステコグルー
28,29,2018-10-05,(金),札幌,2-1,2,1,0,日産ス,19124,雨,59,59,0.14,18,0.111,0.544,19.14,15.49,116.0,13.36,"['仲川', 'ウーゴヴィエイラ']",アンジェ　ポステコグルー
29,30,2018-10-02,(土),Ｇ大阪,1-2,1,2,1,吹田Ｓ,26630,晴,45,70,0.129,18,0.056,0.611,17.8,15.67,107.92,9.0,['仲川'],アンジェ　ポステコグルー
30,31,2018-11-03,(土),FC東京,0-1,0,1,0,日産ス,27252,曇一時雨のち晴,42,52,0.062,8,0.0,0.644,16.61,14.41,88.39,12.16,[''],アンジェ　ポステコグルー
31,32,2018-11-01,(土),長崎,1-0,1,0,1,トラスタ,13226,晴,62,59,0.134,17,0.059,0.649,20.78,14.95,76.97,8.08,['伊藤'],アンジェ　ポステコグルー
32,33,2018-11-24,(土),鳥栖,1-2,1,2,1,ベアスタ,19187,晴,45,34,0.029,4,0.25,0.578,12.23,9.73,85.88,22.56,['伊藤'],アンジェ　ポステコグルー
33,34,2018-12-01,(土),Ｃ大阪,1-2,1,2,0,日産ス,30608,晴,47,45,0.153,21,0.048,0.579,16.65,13.48,82.59,10.86,['天野'],アンジェ　ポステコグルー
